year,annotation,Average Load
2003,,271.0
2004,,278.0
2005,,279.0
2006,,280.0
2007,,277.0
2008,,284.0
2009,,286.0
2010,,299.0
2011,,312.0
2012,,333.0
2013,,327.0
2014,start of forecast,324.0
2015,,327.0
2016,,330.0
2017,,333.0
2018,,336.0
2019,,340.0
2020,,342.0
2021,,345.0
2022,,348.0
2023,,351.0
2024,,354.0
2025,,357.0
2026,,361.0
2027,,364.0
2028,,367.0
2029,,370.0
2030,,373.0
2031,,376.0
2032,,382.0
2033,,385.0
2034,,388.0
2035,,391.0
2036,,394.0
2037,,398.0
2038,,403.0
2039,,406.0
2040,,410.0
