year,Base case cost,Modeled non-residential energy efficiency
2017,687837.75913,724788.618879
2018,720495.723835,752394.825475
2019,766216.874422,792144.487606
2020,787117.971833,808996.880387
2021,801487.476304,819866.131535
2022,813244.343597,828375.633765
2023,819775.936538,832107.553678
2024,826307.529479,835893.598693
2025,834145.441009,840940.751883
2026,843289.671126,847247.774415
2027,851127.582655,852396.953262
2028,857659.175596,856387.107021
2029,865497.087125,861633.585128
2030,870722.361478,864510.506089
2031,879866.591596,871058.027614
