year,Base case cost,Modeled water and wastewater efficiency
2017,51224.1248636,38698.6850972
2018,54478.2180523,40956.4613371
2019,58913.5699661,44039.9855235
2020,61204.0270354,45624.8009855
2021,63102.2656024,46943.0019969
2022,64748.3955628,48084.3598625
2023,66224.28471,49118.9356323
2024,67446.7816019,49966.7957135
2025,68822.2829145,50923.261289
2026,70628.8494674,52193.2614668
2027,72064.4827452,53194.5898189
2028,73558.9764569,54244.3075847
2029,75027.1454567,55270.1602173
2030,76306.5737104,56166.7392982
2031,77971.0267798,57332.9342935
