year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,92908.7667335,68634.0473828
2018,92908.7667335,68634.0473828
2019,92908.7667335,68634.0473828
2020,92908.7667335,68634.0473828
2021,92908.7667335,68634.0473828
2022,92908.7667335,68634.0473828
2023,92908.7667335,68634.0473828
2024,92908.7667335,68634.0473828
2025,92908.7667335,68634.0473828
2026,92908.7667335,68634.0473828
2027,92908.7667335,68634.0473828
2028,92908.7667335,68634.0473828
2029,92908.7667335,68634.0473828
2030,92908.7667335,68634.0473828
2031,92908.7667335,68634.0473828
