year,Base case cost,Modeled diesel efficiency
2019,148237.671409,301269.341177
2020,155561.667032,307927.519016
2021,160300.608519,312235.647641
2022,164096.433493,315686.397617
2023,166724.312321,318075.37837
2024,168205.657349,319422.055668
2025,170824.776582,321803.073152
2026,173443.895814,324184.090636
2027,176054.25545,326557.14485
2028,177486.936055,327859.581765
2029,180377.602766,330487.460593
2030,182112.002793,332064.18789
2031,184667.858275,334387.692874
2032,187836.885484,337268.6267
2033,190360.622448,339562.933031
2034,193518.943484,342434.133973
2035,194865.974706,343658.70781
2036,198299.736374,346780.309328
2037,200302.764015,348601.243546
2038,203450.378878,351462.711603
