year,Base case cost,Modeled non-residential energy efficiency
2017,368034.15495,386043.373621
2018,393247.758897,409804.338616
2019,427916.464325,442475.665484
2020,443674.966792,457326.268605
2021,455021.088568,468018.702853
2022,463215.509851,475741.016476
2023,468888.570739,481087.2336
2024,473300.95143,485245.402474
2025,478974.012318,490591.619598
2026,485907.753403,497125.884972
2027,491580.814292,502472.102095
2028,495993.194982,506630.27097
2029,502296.595969,512570.512218
2030,506078.636561,516134.656967
2031,513012.377647,522668.922341
