year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,49066.3276326,36309.0824482
2018,49066.3276326,36309.0824482
2019,49066.3276326,36309.0824482
2020,49066.3276326,36309.0824482
2021,49066.3276326,36309.0824482
2022,49066.3276326,36309.0824482
2023,49066.3276326,36309.0824482
2024,49066.3276326,36309.0824482
2025,49066.3276326,36309.0824482
2026,49066.3276326,36309.0824482
2027,49066.3276326,36309.0824482
2028,49066.3276326,36309.0824482
2029,49066.3276326,36309.0824482
2030,49066.3276326,36309.0824482
2031,49066.3276326,36309.0824482
