year,Base case cost,Modeled water and wastewater efficiency
2017,15335.9999786,12281.9391004
2018,16237.1920595,12795.2724294
2019,17496.0033181,13511.9374739
2020,18063.0128685,13834.7415513
2021,18456.5666601,14058.8617091
2022,18741.078932,14220.8611511
2023,18931.9987453,14329.5900944
2024,19075.5621209,14411.3653907
2025,19271.8709618,14523.1156101
2026,19503.5203823,14655.0057644
2027,19688.0214117,14760.0574749
2028,19824.0859623,14837.5464892
2029,20034.1882775,14957.126948
2030,20149.3776464,15022.7110301
2031,20362.570271,15144.0655597
