year,Base case cost,Modeled non-residential energy efficiency
2017,246737.489853,244566.285389
2018,265264.010344,260318.18737
2019,291559.716848,283020.334934
2020,303512.310713,292942.74776
2021,312476.756112,300216.400338
2022,319050.682738,305374.116131
2023,323234.090591,308415.497019
2024,327417.498443,311473.078742
2025,331600.906296,314546.481633
2026,336979.573536,318701.797224
2027,341760.611082,322338.969886
2028,345944.018934,325457.645965
2029,350725.056481,329123.942511
2030,354310.83464,331737.828726
2031,359689.501879,335965.131115
