year,Base case diesel consumed,Modeled residential ashp
2017,8814.37483084,-37127.8047071
2018,8814.37483084,-37127.8047071
2019,8814.37483084,-37127.8047071
2020,8814.37483084,-37127.8047071
2021,8814.37483084,-37127.8047071
2022,8814.37483084,-37127.8047071
2023,8814.37483084,-37127.8047071
2024,8814.37483084,-37127.8047071
2025,8814.37483084,-37127.8047071
2026,8814.37483084,-37127.8047071
2027,8814.37483084,-37127.8047071
2028,8545.69132889,-37396.488209
2029,8545.69132889,-37396.488209
2030,8545.69132889,-37396.488209
2031,8545.69132889,-37396.488209
