year,Base case cost,Modeled diesel efficiency
2019,125197.177936,277828.110212
2020,133656.446716,281674.311745
2021,140000.8983,283688.04688
2022,144653.496129,284251.716309
2023,147614.240202,283363.258095
2024,150574.984275,282558.706962
2025,153535.728348,281836.096552
2026,157342.399298,281962.530926
2027,160726.10681,281782.597782
2028,163686.850883,281294.465471
2029,167385.192215,281551.400984
2030,169927.752096,280830.403879
2031,173741.591919,281336.188185
2032,177979.191722,282296.615289
2033,181793.031545,282939.58571
2034,186454.391328,284419.220106
2035,188996.95121,284037.312467
2036,193658.310993,285644.711446
2037,196200.870874,285387.57395
2038,200438.470677,286731.582437
