year,Base case diesel consumed,Modeled non-residential ashp
2017,4829.21367013,-5669.07692761
2018,4829.21367013,-5669.07692761
2019,4829.21367013,-5669.07692761
2020,4829.21367013,-5669.07692761
2021,4829.21367013,-5669.07692761
2022,4829.21367013,-5669.07692761
2023,4829.21367013,-5669.07692761
2024,4829.21367013,-5669.07692761
2025,4829.21367013,-5669.07692761
2026,4829.21367013,-5669.07692761
2027,4829.21367013,-5669.07692761
2028,4829.21367013,-5669.07692761
2029,4829.21367013,-5669.07692761
2030,4829.21367013,-5669.07692761
2031,4829.21367013,-5669.07692761
