year,annotation,Average Load
2003,,62.0
2004,,67.0
2005,,65.0
2006,,67.0
2007,,79.0
2008,,82.0
2009,,71.0
2010,,79.0
2011,,83.0
2012,,86.0
2013,,81.0
2014,start of forecast,82.0
2015,,82.0
2016,,82.0
2017,,82.0
2018,,82.0
2019,,81.0
2020,,81.0
2021,,81.0
2022,,81.0
2023,,81.0
2024,,81.0
2025,,81.0
2026,,80.0
2027,,80.0
2028,,80.0
2029,,80.0
2030,,80.0
2031,,80.0
2032,,80.0
2033,,79.0
2034,,79.0
2035,,79.0
2036,,79.0
2037,,79.0
2038,,79.0
2039,,78.0
2040,,78.0
