year,Base case cost,Modeled non-residential energy efficiency
2017,834917.011973,771028.348188
2018,856683.270336,791755.625421
2019,887412.105672,821017.663869
2020,901496.155201,834429.43149
2021,911739.100313,844183.444306
2022,919421.309147,851498.953918
2023,924542.781703,856375.960326
2024,929024.07019,860643.340933
2025,934145.542746,865520.34734
2026,941187.56751,872226.231151
2027,946309.040066,877103.237559
2028,950790.328553,881370.618166
2029,956551.985178,886857.250375
2030,960393.089595,890515.005181
2031,967435.11436,897220.888992
