year,Base case diesel consumed,Modeled diesel efficiency
2019,145669.859777,132427.145251
2020,145454.186241,132231.078401
2021,145310.403884,132100.367168
2022,145741.750955,132492.500868
2023,146173.098026,132884.634569
2024,146676.336275,133342.123886
2025,146963.900989,133603.546353
2026,146892.00981,133538.190736
2027,146676.336275,133342.123886
2028,146460.662739,133146.057036
2029,146676.336275,133342.123886
2030,146532.553918,133211.412653
2031,146532.553918,133211.412653
2032,146316.880383,133015.345802
2033,146244.989204,132949.990186
2034,145957.42449,132688.567719
2035,146029.315669,132753.923335
2036,145957.42449,132688.567719
2037,146029.315669,132753.923335
2038,145813.642133,132557.856485
