year,annotation,Average Load
2003,,225.0
2004,,222.0
2005,,211.0
2006,,221.0
2007,,213.0
2008,,217.0
2009,,217.0
2010,,236.0
2011,,229.0
2012,,205.0
2013,,190.0
2014,start of forecast,210.0
2015,,210.0
2016,,210.0
2017,,210.0
2018,,209.0
2019,,209.0
2020,,209.0
2021,,209.0
2022,,209.0
2023,,210.0
2024,,211.0
2025,,211.0
2026,,211.0
2027,,211.0
2028,,210.0
2029,,211.0
2030,,211.0
2031,,211.0
2032,,210.0
2033,,210.0
2034,,210.0
2035,,210.0
2036,,210.0
2037,,210.0
2038,,210.0
2039,,209.0
2040,,209.0
