year,Base case cost,Modeled residential energy efficiency
2017,198801.870969,197012.893706
2018,211383.563406,207746.616869
2019,228638.455891,222650.949683
2020,236906.425206,229566.512783
2021,242298.579108,233932.664431
2022,246252.825303,237029.068536
2023,237741.019369,227787.842561
2024,240142.233064,229508.825737
2025,242886.477287,231542.801888
2026,245973.752037,233889.549237
2027,236804.090147,224027.884018
2028,238763.59492,225383.19802
2029,241702.85208,227608.370478
2030,243335.772725,228693.610705
2031,246601.614014,231222.47899
2032,249540.871174,233472.278132
2033,252806.712463,236016.988557
2034,243188.310102,225685.099026
2035,245049.136482,226997.902734
2036,248460.651512,229671.184749
