year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,87425.8979286,64695.1644672
2018,87425.8979286,64695.1644672
2019,87425.8979286,64695.1644672
2020,87425.8979286,64695.1644672
2021,87425.8979286,64695.1644672
2022,87425.8979286,64695.1644672
2023,87425.8979286,64695.1644672
2024,87425.8979286,64695.1644672
2025,87425.8979286,64695.1644672
2026,87425.8979286,64695.1644672
2027,87425.8979286,64695.1644672
2028,87425.8979286,64695.1644672
2029,87425.8979286,64695.1644672
2030,87425.8979286,64695.1644672
2031,87425.8979286,64695.1644672
