year,Base case diesel consumed,Modeled diesel efficiency
2019,113776.132299,103432.847544
2020,115100.822067,104637.11097
2021,116425.511835,105841.374395
2022,117676.607727,106978.734297
2023,119001.297495,108182.997722
2024,120325.987263,109387.261148
2025,121650.677031,110591.524573
2026,122975.366799,111795.787999
2027,124226.462691,112933.147901
2028,125551.152459,114137.411326
2029,127023.029979,115475.481799
2030,128421.313623,116746.648748
2031,129746.003391,117950.912174
2032,130997.099283,119088.272075
2033,132174.601299,120158.728454
2034,133352.103315,121229.184832
2035,134529.605331,122299.64121
2036,135780.701223,123437.001112
2037,137031.797115,124574.361014
2038,138282.893007,125711.720916
