year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,111200.35,4643.91,87425.9,180163.31
2018,112451.44,4557.31,87425.9,188249.48
2019,113776.13,4468.85,87425.9,196335.65
2020,115100.82,4380.2,87425.9,204421.82
2021,116425.51,4292.52,87425.9,215203.38
2022,117676.61,4204.73,87425.9,223289.55
2023,119001.3,4117.26,87425.9,231375.72
2024,120325.99,4028.58,87425.9,239461.88
2025,121650.68,3939.67,87425.9,247548.05
2026,122975.37,3850.24,87425.9,258329.61
2027,124226.46,3762.06,87425.9,266415.78
2028,125551.15,3674.5,87425.9,274501.95
2029,127023.03,3577.49,87425.9,285283.51
2030,128421.31,3482.77,87425.9,293369.68
2031,129746.0,3391.31,87425.9,301455.85
2032,130997.1,3308.65,87425.9,309542.02
2033,132174.6,3229.31,87425.9,317628.18
2034,133352.1,3150.49,87425.9,325714.35
2035,134529.61,3070.18,87425.9,333800.52
2036,135780.7,2986.86,87425.9,341886.69
2037,137031.8,2901.1,87425.9,349972.86
2038,138282.89,2817.54,87425.9,358059.03
2039,139460.4,2739.27,87425.9,366145.2
2040,140490.71,2665.21,87425.9,374231.37
