year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1378262
2004,,0,0,0,0,0,1436143
2005,,0,0,0,0,0,1447896
2006,,0,0,0,0,0,1407921
2007,,0,0,0,0,0,1388545
2008,,0,0,0,0,0,1402741
2009,,0,0,0,0,0,1405729
2010,,0,0,0,0,0,1557826
2011,,0,0,0,0,0,1387552
2012,,0,0,0,0,0,1445099
2013,,0,0,0,0,0,1553203
2014,start of forecast,0,0,0,0,0,1460000
2015,,0,0,0,0,0,1476000
2016,,0,0,0,0,0,1494000
2017,,0,0,0,0,0,1511000
2018,,0,0,0,0,0,1528000
2019,,0,0,0,0,0,1546000
2020,,0,0,0,0,0,1564000
2021,,0,0,0,0,0,1582000
2022,,0,0,0,0,0,1599000
2023,,0,0,0,0,0,1617000
2024,,0,0,0,0,0,1635000
2025,,0,0,0,0,0,1653000
2026,,0,0,0,0,0,1671000
2027,,0,0,0,0,0,1688000
2028,,0,0,0,0,0,1706000
2029,,0,0,0,0,0,1726000
2030,,0,0,0,0,0,1745000
2031,,0,0,0,0,0,1763000
2032,,0,0,0,0,0,1780000
2033,,0,0,0,0,0,1796000
2034,,0,0,0,0,0,1812000
2035,,0,0,0,0,0,1828000
2036,,0,0,0,0,0,1845000
2037,,0,0,0,0,0,1862000
2038,,0,0,0,0,0,1879000
2039,,0,0,0,0,0,1895000
2040,,0,0,0,0,0,1909000
