year,Base case diesel consumed,Modeled non-residential ashp
2017,35571.3352137,26543.3456285
2018,35571.3352137,26543.3456285
2019,35571.3352137,26543.3456285
2020,35571.3352137,26543.3456285
2021,35571.3352137,26543.3456285
2022,35571.3352137,26543.3456285
2023,35571.3352137,26543.3456285
2024,35571.3352137,26543.3456285
2025,35571.3352137,26543.3456285
2026,35571.3352137,26543.3456285
2027,35571.3352137,26543.3456285
2028,35571.3352137,26543.3456285
2029,35571.3352137,26543.3456285
2030,35571.3352137,26543.3456285
2031,35571.3352137,26543.3456285
