year,Base case cost,Modeled water and wastewater efficiency
2017,53934.8612485,35112.8317463
2018,56827.3368986,36892.0209444
2019,60650.346496,39263.3749173
2020,62483.9447548,40321.8784797
2021,63689.0346029,40966.0524432
2022,64579.3198712,41401.5138103
2023,65260.1839501,41699.4917273
2024,65731.6728743,41859.0689701
2025,66305.8881341,42083.7565108
2026,67085.6737825,42438.025584
2027,67658.0242805,42660.2503319
2028,68126.6987257,42817.0409131
2029,68795.0399566,43082.7811296
2030,69257.6372276,43221.2992478
2031,70029.7139396,43559.2459527
