year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,68914.44,7525.07,103306.09,89386.32
2018,68993.65,7492.46,103306.09,91871.43
2019,69072.86,7458.78,103306.09,93113.99
2020,69072.86,7424.86,103306.09,95599.1
2021,69152.08,7391.32,103306.09,96841.65
2022,69231.29,7357.83,103306.09,99326.77
2023,69310.5,7324.69,103306.09,100569.32
2024,69389.71,7291.37,103306.09,103054.43
2025,69389.71,7258.37,103306.09,105539.54
2026,69468.92,7225.55,103306.09,106782.1
2027,69548.14,7193.5,103306.09,109267.21
2028,69627.35,7162.1,103306.09,110509.77
2029,69627.35,7127.31,103306.09,112994.88
2030,69706.56,7093.76,103306.09,114237.44
2031,69785.77,7061.73,103306.09,116722.55
2032,69864.98,,,117965.1
2033,69864.98,,,120450.21
2034,69944.2,,,121692.77
2035,69944.2,,,122935.33
2036,70023.41,,,124177.88
