year,Base case diesel consumed,Modeled diesel efficiency
2019,69072.8638806,62793.5126188
2020,69072.8638806,62793.5126188
2021,69152.0758805,62865.5235277
2022,69231.2878804,62937.5344367
2023,69310.4998802,63009.5453457
2024,69389.7118801,63081.5562546
2025,69389.7118801,63081.5562546
2026,69468.9238799,63153.5671636
2027,69548.1358798,63225.5780726
2028,69627.3478797,63297.5889815
2029,69627.3478797,63297.5889815
2030,69706.5598795,63369.5998905
2031,69785.7718794,63441.6107995
2032,69864.9838793,63513.6217084
2033,69864.9838793,63513.6217084
2034,69944.1958791,63585.6326174
2035,69944.1958791,63585.6326174
2036,70023.407879,63657.6435264
2037,70102.6198789,63729.6544353
2038,70102.6198789,63729.6544353
