year,Base case diesel consumed,Modeled non-residential ashp
2017,96450.4959226,65458.6674775
2018,99132.0052559,68140.1768109
2019,100472.759923,69480.9314775
2020,103154.269256,72162.4408109
2021,104495.023923,73503.1954775
2022,107176.533256,76184.7048109
2023,108517.287923,77525.4594775
2024,111198.797256,80206.9688109
2025,113880.306589,82888.4781442
2026,115221.061256,84229.2328108
2027,117902.570589,86910.7421442
2028,119243.325256,88251.4968108
2029,121924.834589,90933.0061442
2030,123265.589256,92273.7608108
2031,125947.098589,94955.2701442
