year,Base case cost,Modeled solar power (pv)
2016,133540.342089,142360.760832
2017,159192.356125,167664.487813
2018,178693.558371,186910.849833
2019,204455.677087,212335.301866
2020,216888.792585,224618.615352
2021,225435.76737,233075.476179
2022,231924.814399,239504.369454
2023,237041.90959,244581.204576
2024,240782.300224,248300.764513
2025,244945.682937,252434.637773
2026,250782.815207,258224.65244
2027,255241.658679,262655.480773
2028,259013.734112,266409.198172
2029,263887.648464,271247.409991
2030,267673.189937,275015.742844
2031,273560.225767,280859.711708
2032,278761.285678,286027.324454
2033,284350.484389,291575.18809
2034,290268.412898,297452.665384
2035,294465.064651,301626.749646
