year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,62190.0,56445.959403
2018,62188.0,56443.959403
2019,62188.0,56443.959403
2020,61114.0,55369.959403
2021,61113.0,55368.959403
2022,61112.0,55367.959403
2023,61111.0,55366.959403
2024,60039.0,54294.959403
2025,60038.0,54293.959403
2026,60037.0,54292.959403
2027,60037.0,54292.959403
2028,60036.0,54291.959403
2029,58962.0,53217.959403
2030,58962.0,53217.959403
2031,58962.0,53217.959403
2032,58961.0,53216.959403
2033,58960.0,53215.959403
2034,57885.0,52140.959403
2035,57885.0,52140.959403
2036,57884.0,52139.959403
