year,Base case cost,Modeled water and wastewater efficiency
2017,73066.3659124,58681.24671
2018,78026.1214975,61975.8356014
2019,85196.0439722,66818.020174
2020,88498.6303975,68963.0671088
2021,90881.2340684,70469.3806133
2022,92710.5817255,71592.9691859
2023,93986.9575442,72333.949447
2024,94896.4653694,72822.2512892
2025,96174.2961231,73571.236569
2026,97636.5623945,74452.3994095
2027,98913.7588259,75207.5688704
2028,99822.6054734,75708.6777414
2029,101282.811472,76597.975078
2030,102200.477512,77111.5895441
2031,103665.212374,78010.1713455
