year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,11568914.0,4297389.0,7271525.0
2004,,11581569.0,4456926.0,7124643.0
2005,,11362501.0,4300812.0,7061689.0
2006,,11028734.0,4350092.0,6678642.0
2007,,10868569.0,4198806.0,6669763.0
2008,,10750074.0,4099610.0,6650464.0
2009,,10906614.0,4367275.0,6539339.0
2010,,9708731.0,4321785.0,5386946.0
2011,,9201098.0,4301403.0,4899695.0
2012,,9066722.0,4385517.0,4681205.0
2013,,8851794.0,4217885.0,4633909.0
2014,start of forecast,9021389.0,4283119.0,4738270.0
2015,,9024134.0,4285864.0,4738270.0
2016,,9026644.0,4288374.0,4738270.0
2017,,9029148.0,4290878.0,4738270.0
2018,,9031392.0,4293122.0,4738270.0
2019,,9033220.0,4294950.0,4738270.0
2020,,9035020.0,4296750.0,4738270.0
2021,,9036644.0,4298375.0,4738270.0
2022,,9038360.0,4300091.0,4738270.0
2023,,9040149.0,4301879.0,4738270.0
2024,,9041724.0,4303454.0,4738270.0
2025,,9043215.0,4304945.0,4738270.0
2026,,9044599.0,4306329.0,4738270.0
2027,,9046103.0,4307834.0,4738270.0
2028,,9047642.0,4309372.0,4738270.0
2029,,9049202.0,4310932.0,4738270.0
2030,,9049457.0,4311187.0,4738270.0
2031,,9050338.0,4312068.0,4738270.0
2032,,9052339.0,4314070.0,4738270.0
2033,,9054655.0,4316385.0,4738270.0
2034,,9056970.0,4318700.0,4738270.0
2035,,9059014.0,4320744.0,4738270.0
2036,,9060642.0,4322373.0,4738270.0
2037,,9061947.0,4323677.0,4738270.0
2038,,9063450.0,4325181.0,4738270.0
2039,,9065472.0,4327202.0,4738270.0
2040,,9067667.0,4329398.0,4738270.0
