year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,22042.8415729,16311.702764
2018,22042.8415729,16311.702764
2019,22042.8415729,16311.702764
2020,22042.8415729,16311.702764
2021,22042.8415729,16311.702764
2022,22042.8415729,16311.702764
2023,22042.8415729,16311.702764
2024,22042.8415729,16311.702764
2025,22042.8415729,16311.702764
2026,22042.8415729,16311.702764
2027,22042.8415729,16311.702764
2028,22042.8415729,16311.702764
2029,22042.8415729,16311.702764
2030,22042.8415729,16311.702764
2031,22042.8415729,16311.702764
