year,Base case cost,Modeled biomass for heat (cordwood)
2017,218336.166564,228155.171141
2018,235119.904979,243038.274085
2019,259373.224979,264709.87088
2020,265894.314162,269863.490399
2021,273834.65337,276731.379372
2022,279941.372578,281945.603742
2023,284214.561786,285506.074582
2024,282230.862554,282931.818312
2025,286428.821761,286431.449556
2026,291227.010969,290480.813639
2027,295429.600969,293998.799431
2028,298426.480177,296432.576839
2029,297804.80936,295081.949403
2030,300752.90936,297479.72885
2031,305469.86936,301480.213917
2032,310771.178568,306013.63009
2033,315482.707776,310020.587828
2034,314940.256167,308721.867662
2035,318413.356167,311616.62903
2036,323617.415375,316075.505642
