year,Base case diesel consumed,Modeled residential energy efficiency
2017,30646.97305,30322.7475731
2018,30646.97305,30322.7475731
2019,30646.97305,30322.7475731
2020,29574.2455051,29250.0200281
2021,29574.2455051,29250.0200281
2022,29574.2455051,29250.0200281
2023,29574.2455051,29250.0200281
2024,28501.5179602,28177.2924832
2025,28501.5179602,28177.2924832
2026,28501.5179602,28177.2924832
2027,28501.5179602,28177.2924832
2028,28501.5179602,28177.2924832
2029,27428.7904153,27104.5649383
2030,27428.7904153,27104.5649383
2031,27428.7904153,27104.5649383
2032,27428.7904153,27104.5649383
2033,27428.7904153,27104.5649383
2034,26356.0628703,26031.8373933
2035,26356.0628703,26031.8373933
2036,26356.0628703,26031.8373933
