year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,43656.82,2968626.0,2968626.0
2004,,43656.82,2974211.0,2974211.0
2005,,43656.82,2928796.0,2928796.0
2006,,43656.82,2917127.0,2917127.0
2007,,43656.82,2911891.0,2911891.0
2008,,43656.82,3014929.0,3014929.0
2009,,43656.82,3122843.0,3122843.0
2010,,43656.82,8919586.0,8919586.0
2011,,43656.82,3220283.0,3220283.0
2012,,43656.82,3318887.0,3318887.0
2013,,43656.82,3210594.0,3210594.0
2014,start of forecast,43656.82,3178000.0,3178000.0
2015,,43656.82,3178000.0,3178000.0
2016,,43656.82,3179000.0,3179000.0
2017,,43656.82,3180000.0,3180000.0
2018,,43656.82,3180000.0,3180000.0
2019,,43656.82,3181000.0,3181000.0
2020,,43656.82,3182000.0,3182000.0
2021,,43656.82,3182000.0,3182000.0
2022,,43656.82,3183000.0,3183000.0
2023,,43656.82,3184000.0,3184000.0
2024,,43656.82,3185000.0,3185000.0
2025,,43656.82,3186000.0,3186000.0
2026,,43656.82,3186000.0,3186000.0
2027,,43656.82,3187000.0,3187000.0
2028,,43656.82,3188000.0,3188000.0
2029,,43656.82,3189000.0,3189000.0
2030,,43656.82,3190000.0,3190000.0
2031,,43656.82,3190000.0,3190000.0
2032,,43656.82,3191000.0,3191000.0
2033,,43656.82,3192000.0,3192000.0
2034,,43656.82,3193000.0,3193000.0
2035,,43656.82,3194000.0,3194000.0
2036,,43656.82,3195000.0,3195000.0
2037,,43656.82,3196000.0,3196000.0
2038,,43656.82,3197000.0,3197000.0
2039,,43656.82,3198000.0,3198000.0
2040,,43656.82,3199000.0,3199000.0
