year,Base case cost,Modeled non-residential energy efficiency
2017,456864.965994,461180.732368
2018,489017.318131,489889.859916
2019,531121.588785,527839.554645
2020,551025.425822,545255.690386
2021,564805.005309,557024.466878
2022,574756.923828,565272.008041
2023,582412.245765,571415.557017
2024,587770.971121,575454.582021
2025,594660.760864,580933.032967
2026,603081.614995,587850.402705
2027,609971.404739,593370.620588
2028,616095.662289,598202.096823
2029,623750.984226,604471.040611
2030,628344.177388,607923.627653
2031,636765.031519,614939.452101
