year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,54769.2388466,40529.2367465
2018,54769.2388466,40529.2367465
2019,54769.2388466,40529.2367465
2020,54769.2388466,40529.2367465
2021,54769.2388466,40529.2367465
2022,54769.2388466,40529.2367465
2023,54769.2388466,40529.2367465
2024,54769.2388466,40529.2367465
2025,54769.2388466,40529.2367465
2026,54769.2388466,40529.2367465
2027,54769.2388466,40529.2367465
2028,54769.2388466,40529.2367465
2029,54769.2388466,40529.2367465
2030,54769.2388466,40529.2367465
2031,54769.2388466,40529.2367465
