year,Base case cost,Modeled wind power
2019,201013.924506,
2020,210710.032854,
2021,217720.717866,
2022,222783.990374,
2023,226678.815381,
2024,228912.907064,
2025,232910.535391,
2026,237194.842898,
2027,240700.185404,
2028,244339.255807,
2029,248242.438807,
2030,250584.348608,
2031,254877.849908,
2032,259726.321981,
2033,264029.017074,
2034,268722.866267,
2035,272040.989717,
2036,276744.868501,
2037,279488.797792,
2038,284192.676577,
