year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,86062.0,71789.9411254
2018,86062.0,71789.9411254
2019,86062.0,71789.9411254
2020,86062.0,71789.9411254
2021,86062.0,71789.9411254
2022,86062.0,71789.9411254
2023,86062.0,71789.9411254
2024,86062.0,71789.9411254
2025,86062.0,71789.9411254
2026,86062.0,71789.9411254
2027,86062.0,71789.9411254
2028,86062.0,71789.9411254
2029,86062.0,71789.9411254
2030,86062.0,71789.9411254
2031,86062.0,71789.9411254
2032,85004.0,70731.9411254
2033,85004.0,70731.9411254
2034,85004.0,70731.9411254
2035,85004.0,70731.9411254
2036,85004.0,70731.9411254
