year,Base case cost,Modeled residential energy efficiency
2017,331183.024191,323064.578817
2018,352477.682507,340781.883302
2019,380363.544587,364237.666163
2020,393545.952116,374949.697326
2021,402672.234251,382158.47174
2022,409263.438016,387183.718196
2023,414333.594758,390905.131776
2024,417882.704477,393322.330528
2025,422445.845545,396635.156956
2026,428023.017961,400843.246802
2027,432586.159029,404186.071953
2028,436642.284422,407103.328137
2029,441712.441164,410914.805402
2030,444754.535209,412979.913882
2031,450331.707625,417258.71793
2032,441776.857305,407418.663381
2033,447179.986785,411549.444242
2034,453074.309854,416117.00042
2035,456512.664978,418575.711594
2036,462406.988047,423167.500547
