year,Base case cost,Modeled biomass for heat (cordwood)
2017,469507.206362,501904.253169
2018,505653.246362,531356.539422
2019,552987.346362,570157.912296
2020,575363.466362,588156.212275
2021,590854.626362,600426.951763
2022,602042.686362,609123.462552
2023,610648.886362,615681.185613
2024,616673.226362,620099.771477
2025,624418.806362,625968.375933
2026,633885.626362,633286.665702
2027,641631.206362,639182.717671
2028,648516.166362,644374.113422
2029,657122.366362,651014.240792
2030,662286.086362,654795.400212
2031,671752.906362,662178.390365
2032,672845.176961,661198.875728
2033,682195.616961,668489.292808
2034,692396.096961,676498.515935
2035,698346.376961,680982.359421
2036,708546.856961,689013.754472
