year,Base case cost,Modeled diesel efficiency
2019,587814.579689,828951.661276
2020,628398.216696,858941.780575
2021,660892.722316,881739.958705
2022,685098.03304,897160.52734
2023,703854.978511,907782.355543
2024,720678.627682,916797.343033
2025,738387.103261,926763.887867
2026,764348.982635,944377.247674
2027,786016.57569,958227.062676
2028,805703.762782,970413.570736
2029,831644.014063,988418.533043
2030,850779.966154,1000368.48142
2031,875806.215555,1017800.89513
2032,901422.453848,1035894.31989
2033,929835.331602,1056651.87988
2034,955287.291826,1074836.57956
2035,976019.658658,1088846.83598
2036,1004264.61568,1109800.09535
2037,1023817.22225,1122961.93594
2038,1052962.71488,1144952.70539
