year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,173221.268942,128183.739017
2018,173221.268942,128183.739017
2019,173221.268942,128183.739017
2020,173221.268942,128183.739017
2021,173221.268942,128183.739017
2022,173221.268942,128183.739017
2023,173221.268942,128183.739017
2024,173221.268942,128183.739017
2025,173221.268942,128183.739017
2026,173221.268942,128183.739017
2027,173221.268942,128183.739017
2028,173221.268942,128183.739017
2029,173221.268942,128183.739017
2030,173221.268942,128183.739017
2031,173221.268942,128183.739017
