year,Base case diesel consumed,Modeled non-residential ashp
2017,173247.349172,121280.968489
2018,173247.349172,121280.968489
2019,173247.349172,121280.968489
2020,173247.349172,121280.968489
2021,173247.349172,121280.968489
2022,173247.349172,121280.968489
2023,173247.349172,121280.968489
2024,173247.349172,121280.968489
2025,173247.349172,121280.968489
2026,173247.349172,121280.968489
2027,173247.349172,121280.968489
2028,173247.349172,121280.968489
2029,173247.349172,121280.968489
2030,173247.349172,121280.968489
2031,173247.349172,121280.968489
