year,Base case cost,Modeled wind power
2019,600669.606118,849330.764147
2020,645326.778092,881691.994903
2021,678039.961099,905798.019058
2022,701938.834347,923548.921697
2023,721893.603599,938585.314461
2024,737408.532026,950411.460523
2025,755425.978095,964125.327166
2026,777685.787407,980851.96293
2027,796190.798819,995053.394915
2028,813120.075312,1008293.88904
2029,832952.272271,1022592.91245
2030,845534.999074,1032101.65395
2031,868874.125518,1049907.60685
2032,895103.234241,1070603.54202
2033,922731.029016,1092698.16325
2034,953244.720326,1117063.88395
2035,974984.959308,1135115.34057
2036,1005591.2608,1159573.67145
2037,1027556.21565,1177849.84393
2038,1059730.08057,1203875.73824
