year,Base case diesel consumed,Modeled residential ashp
2017,415493.607947,141708.084821
2018,418691.331201,144905.808075
2019,420290.192828,146504.669702
2020,421889.054455,148103.531329
2021,425086.77771,151301.254584
2022,426685.639337,152900.116211
2023,428284.500964,154498.977838
2024,431482.224218,157696.701092
2025,433081.085845,159295.562719
2026,434679.947472,160894.424346
2027,437877.670727,164092.147601
2028,439476.532354,165691.009228
2029,439476.532354,165691.009228
2030,441075.393981,167289.870855
2031,444273.117235,170487.594109
