year,Base case cost,Modeled diesel efficiency
2019,600669.606118,867377.879924
2020,645326.778092,907975.308991
2021,678039.961099,937714.566271
2022,701938.834347,959440.814678
2023,721893.603599,977581.513997
2024,737408.532026,991685.994385
2025,755425.978095,1008065.49081
2026,777685.787407,1028301.6811
2027,796190.798819,1045124.41874
2028,813120.075312,1060514.6701
2029,832952.272271,1078543.94006
2030,845534.999074,1089982.78261
2031,868874.125518,1111200.17029
2032,895103.234241,1135044.81458
2033,922731.029016,1160160.99165
2034,953244.720326,1187900.71102
2035,974984.959308,1207664.56464
2036,1005591.2608,1235488.47509
2037,1027556.21565,1255456.61586
2038,1059730.08057,1284705.58397
