year,Base case cost,Modeled biomass for heat (cordwood)
2017,442009.093549,570146.132217
2018,493983.193549,608578.557095
2019,565014.463549,661102.871095
2020,599663.863549,686724.487681
2021,623918.443549,704659.61929
2022,641243.143549,717470.427583
2023,655102.903549,727719.074217
2024,665497.723549,735405.559193
2025,677625.013549,744373.124998
2026,693217.243549,755902.852461
2027,705344.533549,764870.418266
2028,715739.353549,772556.903242
2029,731331.583549,784086.630705
2030,739993.933549,790492.034851
2031,755586.163549,802021.762315
2032,,
2033,,
2034,,
2035,,
2036,,
