year,Base case cost,Modeled non-residential energy efficiency
2017,37033.6366666,58698.7243998
2018,42489.1646804,63975.4762982
2019,49763.2020322,71011.145496
2020,53400.2207081,74528.9800949
2021,55824.8998254,76874.2031609
2022,57845.4657564,78828.5557159
2023,59057.805315,80001.1672488
2024,60068.0882805,80978.3435263
2025,61482.4844323,82346.3903148
2026,63098.9371771,83909.8723588
2027,64311.2767357,85082.4838917
2028,65523.6162944,86255.0954247
2029,66938.0124461,87623.1422132
2030,67746.2388185,88404.8832352
2031,69362.6915634,89968.3652791
