year,Base case cost,Modeled biomass for heat (cordwood)
2017,40815.6567067,58132.2837712
2018,45583.5867067,61657.7619147
2019,51940.8267067,66358.3994393
2020,55119.4467067,68708.7182016
2021,57238.5267067,70275.5973765
2022,59004.4267067,71581.3300222
2023,60063.9667067,72364.7696097
2024,60946.9167067,73017.6359326
2025,62183.0467067,73931.6487846
2026,63595.7667067,74976.2349012
2027,64655.3067067,75759.6744886
2028,65714.8467067,76543.114076
2029,66950.9767067,77457.126928
2030,67657.3367067,77979.4199863
2031,69070.0567067,79024.0061029
2032,,
2033,,
2034,,
2035,,
2036,,
