year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,431179.32,6904.88,313249.2,239797.5
2018,430239.64,6868.27,313249.2,233545.83
2019,429434.2,6835.46,313249.2,227294.16
2020,428628.75,6801.88,313249.2,221042.48
2021,427554.83,6758.08,313249.2,212290.14
2022,427084.99,6740.85,313249.2,209789.47
2023,426548.03,6717.7,313249.2,204788.13
2024,426346.67,6708.65,313249.2,203537.8
2025,425541.23,6676.0,313249.2,197286.12
2026,424467.31,6633.18,313249.2,188533.78
2027,423259.15,6583.48,313249.2,179781.43
2028,422252.35,6543.09,313249.2,172279.43
2029,421245.55,6503.97,313249.2,164777.42
2030,420372.99,6469.19,313249.2,158525.74
2031,419366.19,6427.87,313249.2,149773.4
2032,417956.66,,,139770.72
2033,416278.66,,,126017.04
2034,414802.02,,,114764.03
2035,413392.5,,,104761.35
2036,412318.58,,,96009.0
