year,Base case diesel consumed,Modeled diesel efficiency
2019,429434.195524,390394.723204
2020,428628.754707,389662.504279
2021,427554.833618,388686.21238
2022,427084.993142,388259.084674
2023,426548.032597,387770.938725
2024,426346.672393,387587.883994
2025,425541.231576,386855.665069
2026,424467.310487,385879.37317
2027,423259.149262,384781.044783
2028,422252.348241,383865.771128
2029,421245.547219,382950.497472
2030,420372.986335,382157.260304
2031,419366.185313,381241.986649
2032,417956.663884,379960.603531
2033,416278.662182,378435.147438
2034,414802.020685,377092.746077
2035,413392.499255,375811.362959
2036,412318.578166,374835.07106
2037,411311.777145,373919.797404
2038,410304.976124,373004.523749
