year,Base case cost,Modeled biomass for heat (cordwood)
2017,805464.426715,1000472.77482
2018,899439.126715,1069959.03325
2019,1027871.21672,1164923.58642
2020,1090521.01672,1211247.75871
2021,1134375.87672,1243674.67931
2022,1168833.26672,1269152.97406
2023,1190760.69672,1285366.43436
2024,1209555.63672,1299263.68604
2025,1231483.06672,1315477.14634
2026,1259675.47672,1336323.02387
2027,1284735.39672,1354852.69278
2028,1303530.33672,1368749.94447
2029,1328590.25672,1387279.61338
2030,1344252.70672,1398860.65645
2031,1375577.60672,1422022.74259
2032,,
2033,,
2034,,
2035,,
2036,,
