year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,83453.92,6758395.0,6758395.0
2004,,83453.92,6663301.0,6663301.0
2005,,83453.92,6562312.0,6562312.0
2006,,83453.92,7060098.0,7060098.0
2007,,83453.92,6951391.0,6951391.0
2008,,83453.92,6818170.0,6818170.0
2009,,83453.92,6477397.0,6477397.0
2010,,83453.92,6603290.0,6603290.0
2011,,83453.92,6682382.0,6682382.0
2012,,83453.92,6305603.0,6305603.0
2013,,83453.92,6275571.0,6275571.0
2014,start of forecast,83453.92,6482000.0,6482000.0
2015,,83453.92,6466000.0,6466000.0
2016,,83453.92,6445000.0,6445000.0
2017,,83453.92,6424000.0,6424000.0
2018,,83453.92,6410000.0,6410000.0
2019,,83453.92,6398000.0,6398000.0
2020,,83453.92,6386000.0,6386000.0
2021,,83453.92,6370000.0,6370000.0
2022,,83453.92,6363000.0,6363000.0
2023,,83453.92,6355000.0,6355000.0
2024,,83453.92,6352000.0,6352000.0
2025,,83453.92,6340000.0,6340000.0
2026,,83453.92,6324000.0,6324000.0
2027,,83453.92,6306000.0,6306000.0
2028,,83453.92,6291000.0,6291000.0
2029,,83453.92,6276000.0,6276000.0
2030,,83453.92,6263000.0,6263000.0
2031,,83453.92,6248000.0,6248000.0
2032,,83453.92,6227000.0,6227000.0
2033,,83453.92,6202000.0,6202000.0
2034,,83453.92,6180000.0,6180000.0
2035,,83453.92,6159000.0,6159000.0
2036,,83453.92,6143000.0,6143000.0
2037,,83453.92,6128000.0,6128000.0
2038,,83453.92,6113000.0,6113000.0
2039,,83453.92,6096000.0,6096000.0
2040,,83453.92,6082000.0,6082000.0
