year,Base case cost,Modeled water and wastewater efficiency
2017,43563.3292722,58264.7890765
2018,46870.6838584,60548.67171
2019,51461.0038397,63720.5773463
2020,53542.1479287,65156.4179617
2021,54817.2825469,66033.4052969
2022,55949.592568,66814.7246324
2023,56562.0981093,67235.7192584
2024,57176.3640006,67659.6062833
2025,57696.006527,68015.2163293
2026,58345.0106281,68459.1020225
2027,58804.6346633,68771.1385799
2028,59111.6010206,68978.6692078
2029,59645.352041,69343.2326072
2030,59876.0795721,69498.6800025
2031,60590.4302511,69987.8989805
