year,Base case cost,Modeled non-residential energy efficiency
2017,388526.442444,421468.358171
2018,409690.791052,441473.128624
2019,439997.976608,470234.209973
2020,454107.542347,483570.723608
2021,464441.943541,493389.756733
2022,472357.92651,500876.266311
2023,477525.127107,505785.782873
2024,481831.127605,509877.046675
2025,486467.492249,514212.779946
2026,493357.093045,520758.802029
2027,498524.293642,525668.318592
2028,502995.476213,529881.817128
2029,509023.87691,535609.586451
2030,512468.677308,538882.597492
2031,519358.278104,545428.619576
