year,Base case diesel consumed,Modeled non-residential ashp
2017,92319.1808925,71438.6401111
2018,94312.4297635,73431.8889821
2019,96305.6786345,75425.1378531
2020,97302.30307,76421.7622886
2021,98298.9275055,77418.3867241
2022,99295.551941,78415.0111596
2023,99295.551941,78415.0111596
2024,99295.551941,78415.0111596
2025,100292.176377,79411.6355951
2026,100292.176377,79411.6355951
2027,101288.800812,80408.2600306
2028,102285.425248,81404.8844661
2029,99295.551941,78415.0111596
2030,97302.30307,76421.7622886
2031,96305.6786345,75425.1378531
