year,Base case cost,Modeled residential energy efficiency
2017,72934.8833247,73941.9628491
2018,78753.0470188,78425.6984792
2019,87116.657329,85013.6266226
2020,83629.1650402,80526.3929791
2021,86131.7011005,82260.3520158
2022,88133.7299488,83596.6624848
2023,89468.4158476,84400.3663419
2024,90469.4302717,84940.9087139
2025,83582.5243157,77535.7461365
2026,85101.0629084,78478.0961799
2027,86315.8937825,79186.8063395
2028,87378.8707973,79781.5540263
2029,88745.5555307,80621.6558304
2030,80698.9397268,72182.1849742
2031,82204.5315197,73108.1595487
2032,83573.2513315,73934.6235788
2033,84941.9711433,74766.2883097
2034,86447.5629362,75707.8679163
2035,87405.6668044,76235.0630389
2036,88911.2585974,77186.4459539
