year,Base case cost,Modeled biomass for heat (cordwood)
2017,67362.5534599,82318.6590093
2018,75140.7934599,87703.2479194
2019,86322.0134599,95612.6357921
2020,91669.5534599,99216.9255759
2021,95315.6034599,101571.310677
2022,98232.4434599,103394.514298
2023,100177.00346,104506.619993
2024,101635.42346,105266.902204
2025,103579.98346,106394.097331
2026,106010.68346,107888.030639
2027,107955.24346,109029.616168
2028,109656.73346,109998.416112
2029,111844.36346,111333.45423
2030,113059.71346,111956.198618
2031,115733.48346,113663.782394
2032,,
2033,,
2034,,
2035,,
2036,,
