year,Base case diesel consumed,Modeled residential ashp
2017,17322.3904613,5907.96760731
2018,17322.3904613,5907.96760731
2019,17322.3904613,5907.96760731
2020,15838.7611405,4424.33828652
2021,15838.7611405,4424.33828652
2022,15838.7611405,4424.33828652
2023,15838.7611405,4424.33828652
2024,15838.7611405,4424.33828652
2025,14355.1318198,2940.70896573
2026,14355.1318198,2940.70896573
2027,14355.1318198,2940.70896573
2028,14355.1318198,2940.70896573
2029,14355.1318198,2940.70896573
2030,12871.502499,1457.07964493
2031,12871.502499,1457.07964493
