year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,3753.54,353185.0,353185.0
2004,,3753.54,387727.0,387727.0
2005,,3753.54,344557.0,344557.0
2006,,3753.54,342883.0,342883.0
2007,,3753.54,364829.0,364829.0
2008,,3753.54,377150.0,377150.0
2009,,3753.54,339609.0,339609.0
2010,,3753.54,325810.0,325810.0
2011,,3753.54,297580.0,297580.0
2012,,3753.54,296444.0,296444.0
2013,,3753.54,279073.0,279073.0
2014,,3753.54,279623.0,279623.0
2015,,3753.54,315240.0,315240.0
2016,start of forecast,3753.54,267000.0,267000.0
2017,,3753.54,265000.0,265000.0
2018,,3753.54,264000.0,264000.0
2019,,3753.54,262000.0,262000.0
2020,,3753.54,260000.0,260000.0
2021,,3753.54,258000.0,258000.0
2022,,3753.54,256000.0,256000.0
2023,,3753.54,254000.0,254000.0
2024,,3753.54,252000.0,252000.0
2025,,3753.54,250000.0,250000.0
2026,,3753.54,248000.0,248000.0
2027,,3753.54,246000.0,246000.0
2028,,3753.54,244000.0,244000.0
2029,,3753.54,242000.0,242000.0
2030,,3753.54,240000.0,240000.0
2031,,3753.54,238000.0,238000.0
2032,,3753.54,236000.0,236000.0
2033,,3753.54,235000.0,235000.0
2034,,3753.54,234000.0,234000.0
2035,,3753.54,233000.0,233000.0
2036,,3753.54,232000.0,232000.0
2037,,3753.54,231000.0,231000.0
2038,,3753.54,230000.0,230000.0
2039,,3753.54,229000.0,229000.0
2040,,3753.54,229000.0,229000.0
