year,Base case cost,Modeled non-residential energy efficiency
2017,114267.357664,128871.599566
2018,125488.131595,138569.228435
2019,141617.994121,152799.088715
2020,149332.276198,159299.0222
2021,154592.013978,163554.239948
2022,158799.804202,166855.130085
2023,161604.997685,168878.691985
2024,163708.892797,170269.970433
2025,166514.08628,172319.376156
2026,170020.578133,175026.609885
2027,172825.771616,177100.662198
2028,175280.315913,178863.926985
2029,178436.158581,181284.16341
2030,180189.404508,182425.023534
2031,184046.545547,185513.03449
