year,Base case diesel consumed,Modeled non-residential ashp
2017,24307.2680691,17015.0876483
2018,24307.2680691,17015.0876483
2019,24307.2680691,17015.0876483
2020,24307.2680691,17015.0876483
2021,24307.2680691,17015.0876483
2022,24307.2680691,17015.0876483
2023,24307.2680691,17015.0876483
2024,24307.2680691,17015.0876483
2025,24307.2680691,17015.0876483
2026,24307.2680691,17015.0876483
2027,24307.2680691,17015.0876483
2028,24307.2680691,17015.0876483
2029,24307.2680691,17015.0876483
2030,24307.2680691,17015.0876483
2031,24307.2680691,17015.0876483
