year,Base case cost,Modeled diesel efficiency
2019,67598.7215147,225494.675478
2020,71828.1007921,225494.847943
2021,74486.1885137,224156.68411
2022,76457.3546893,222282.044751
2023,77545.8100859,219690.877195
2024,78189.5916314,216779.382683
2025,79228.2701044,214308.840473
2026,80651.8901201,212268.279391
2027,81634.1547464,209904.644594
2028,82387.4455239,207409.178361
2029,83519.040921,205332.163158
2030,83824.3393859,202576.759673
2031,85297.7363252,200954.348579
2032,86538.8409543,199190.181339
2033,88121.7471256,197804.534412
2034,89882.1909912,196646.488207
2035,90851.1817711,194833.590346
2036,92578.4410209,193773.163359
2037,93329.2429522,191886.704067
2038,95024.1472017,190918.730704
