year,Base case cost,Modeled residential energy efficiency
2017,674898.92359,641657.4741
2018,707848.991331,669580.27915
2019,752331.582782,707626.764429
2020,772925.37512,724769.856625
2021,786929.15391,736161.556762
2022,797637.925926,744687.564258
2023,805051.691168,750347.398673
2024,810817.953022,754583.686518
2025,818231.718264,760282.161011
2026,826469.235199,766720.826856
2027,833883.000441,772456.151394
2028,839649.262296,776766.160072
2029,847886.779231,783258.175403
2030,852829.289392,786880.955517
2031,861066.806327,793406.485775
2032,870128.074956,800669.73454
2033,879189.343585,807948.77497
2034,888250.612214,815243.236944
2035,894016.874069,819666.567628
2036,903078.142697,826990.796832
